序號,商店名稱,售貨員帳號,交易日期,交易時間,是否退款,交易序號,交易類別,卡號,發卡公司,卡別,發票號碼,發票類別,發票狀態,發票列印狀態,載具號碼,買方統編,卡機號碼,清分狀態,清分日期,原始金額,實際扣款金額,優惠金額,退款金額,行動支付交易序號,所屬公司ID,公司ID
1.0,希利創新_7-11 冠亨,1947upload,20260206,234443,否,AM69082E5C-260206234443,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
2.0,希利創新_7-11 冠亨,1947upload,20260206,234420,否,AM69082E5C-260206234420,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
3.0,希利創新_7-11 冠亨,1947upload,20260206,234402,否,AM69082E5C-260206234402,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
4.0,希利創新_7-11 冠亨,1947upload,20260206,234341,否,AM69082E5C-260206234341,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
5.0,希利創新_7-11 冠亨,1947upload,20260206,234323,否,AM69082E5C-260206234323,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
6.0,希利創新_7-11 冠亨,1947upload,20260206,234302,否,AM69082E5C-260206234302,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
7.0,希利創新_7-11 冠亨,1947upload,20260206,234244,否,AM69082E5C-260206234244,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05716,卡機未結帳,,10,10,0,,,1946,1947
8.0,希利創新_7-11 十興,1949upload,20260206,233625,否,AM69352EC3-260206233625,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
9.0,希利創新_7-11 十興,1949upload,20260206,233602,否,AM69352EC3-260206233602,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05742,卡機未結帳,,10,10,0,,,1946,1949
10.0,希利創新_7-11 愿橋,1950upload,20260206,231639,否,AM69240C45-260206231639,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
11.0,希利創新_7-11 愿橋,1950upload,20260206,231245,否,AM69240C45-260206231245,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
12.0,希利創新_7-11 愿橋,1950upload,20260206,231201,否,AM693229E4-260206231201,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
13.0,希利創新_7-11 愿橋,1950upload,20260206,231205,否,AM69240C45-260206231205,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
14.0,希利創新_7-11 愿橋,1950upload,20260206,231126,否,AM693229E4-260206231126,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
15.0,希利創新_7-11 愿橋,1950upload,20260206,231139,否,AM69240C45-260206231139,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q04672,卡機未結帳,,10,10,0,,,1946,1950
16.0,希利創新_7-11 愿橋,1950upload,20260206,231015,否,AM693229E4-260206231015,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
17.0,希利創新_7-11 愿橋,1950upload,20260206,231006,否,AM693229E4-260206231006,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01931,卡機未結帳,,10,10,0,,,1946,1950
18.0,希利創新_7-11 冠亨,1947upload,20260206,225317,否,AM690F282E-260206225317,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
19.0,希利創新_7-11 冠亨,1947upload,20260206,225249,否,AM690F282E-260206225249,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
20.0,希利創新_7-11 冠亨,1947upload,20260206,225216,否,AM690F282E-260206225216,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
21.0,希利創新_7-11 冠亨,1947upload,20260206,225202,否,AM690F282E-260206225202,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05752,卡機未結帳,,10,10,0,,,1946,1947
22.0,希利創新_7-11 冠亨,1947upload,20260206,225137,否,AM691829A5-260206225137,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q05806,卡機未結帳,,10,10,0,,,1946,1947
23.0,希利創新_7-11 高鳳儀,1952upload,20260206,224622,否,AM69303D35-260206224622,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01825,卡機未結帳,,10,10,0,,,1946,1952
24.0,希利創新_7-11 高鳳儀,1952upload,20260206,224554,否,AM691021B5-260206224554,扣款,,現金,,,免開發票-不印收據,銷售,未列印,,,TV1Q01896,卡機未結帳,,10,10,0,,,1946,1952
